癇に障る,カスタム名詞,カンニサワル
感に堪えない,カスタム名詞,カンニタエナイ
勘忍袋の緒が切れる,カスタム名詞,カンニンブクロノオガキレル
感服,カスタム名詞,カンプク
感無量,カスタム名詞,カンムリョウ
感銘,カスタム名詞,カンメイ
寛容,カスタム名詞,カンヨウ
歓楽,カスタム名詞,カンラク
感涙,カスタム名詞,カンルイ
歓を尽くす,カスタム名詞,カンヲツクス
賀意,カスタム名詞,ガイ
慨然,カスタム名詞,ガイゼン
慨嘆,カスタム名詞,ガイタン
愕然,カスタム名詞,ガクゼン
がっかり,カスタム名詞,ガッカリ
がっくり,カスタム名詞,ガックリ
我慢ならない,カスタム名詞,ガマンナラナイ
がみがみ,カスタム名詞,ガミガミ
がめつい,カスタム名詞,ガメツイ
気鬱,カスタム名詞,キウツ
消え入りたい,カスタム名詞,キエイリタイ
喜悦,カスタム名詞,キエツ
気後れ,カスタム名詞,キオクレ
気落ち,カスタム名詞,キオチ
気を揉む,カスタム名詞,キオモム
気を悪くする,カスタム名詞,キオワルクスル
気がある,カスタム名詞,キガアル
気が置かれる,カスタム名詞,キガオカレル
気が重い,カスタム名詞,キガオモイ
気懸かり,カスタム名詞,キガカリ
気が軽い,カスタム名詞,キガカルイ
気が気でない,カスタム名詞,キガキデナイ
気が沈む,カスタム名詞,キガシズム
気が急く,カスタム名詞,キガセク
気が立つ,カスタム名詞,キガタツ
気が咎める,カスタム名詞,キガトガメル
気兼ね,カスタム名詞,キガネ
気が引き締まる,カスタム名詞,キガヒキシマル
気が参る,カスタム名詞,キガマイル
気が滅入る,カスタム名詞,キガメイル
気が揉める,カスタム名詞,キガモメル
気が緩む,カスタム名詞,キガユルム
気が楽,カスタム名詞,キガラク
気軽,カスタム名詞,キガル
気軽い,カスタム名詞,キガルイ
嬉嬉,カスタム名詞,キキ
聞き苦しい,カスタム名詞,キキグルシイ
聞き捨てならない,カスタム名詞,キキズテナラナイ
聞き辛い,カスタム名詞,キキズライ
聞きにくい,カスタム名詞,キキニクイ
危懼,カスタム名詞,キク
危惧,カスタム名詞,キグ
気苦労,カスタム名詞,キグロウ
危険,カスタム名詞,キケン
機嫌好い,カスタム名詞,キゲンヨイ
きざっぽい,カスタム名詞,キザッポイ
気障り,カスタム名詞,キザワリ
キショい,カスタム名詞,キショイ
喜色,カスタム名詞,キショク
気色が悪い,カスタム名詞,キショクガワルイ
気色を害する,カスタム名詞,キショクヲガイスル
気色を悪くする,カスタム名詞,キショクヲワルクスル
傷痕,カスタム名詞,キズアト
気遣い,カスタム名詞,キズカイ
気遣う,カスタム名詞,キズカウ
気遣わしい,カスタム名詞,キズカワシイ
傷付く,カスタム名詞,キズツク
気忙しい,カスタム名詞,キゼワシイ
気忙しさ,カスタム名詞,キゼワシサ
汚い,カスタム名詞,キタナイ
汚らしい,カスタム名詞,キタナラシイ
狐に撮まれたよう,カスタム名詞,キツネニツママレタヨウ
気詰まり,カスタム名詞,キヅマリ
気に入る,カスタム名詞,キニイル
気に食わない,カスタム名詞,キニクワナイ
気に障る,カスタム名詞,キニサワル
気になる,カスタム名詞,キニナル
気に入らない,カスタム名詞,キニハイラナイ
気に病む,カスタム名詞,キニヤム
気抜け,カスタム名詞,キヌケ
気の毒,カスタム名詞,キノドク
気恥ずかしい,カスタム名詞,キハズカシイ
気恥ずかしさ,カスタム名詞,キハズカシサ
厳しい,カスタム名詞,キビシイ
気塞ぎ,カスタム名詞,キフサギ
気分が和む,カスタム名詞,キブンガナゴム
気分が弾む,カスタム名詞,キブンガハズム
気まずい,カスタム名詞,キマズイ
気まずさ,カスタム名詞,キマズサ
きまりが悪い,カスタム名詞,キマリガワルイ
気味が悪い,カスタム名詞,キミガワルイ
気味悪い,カスタム名詞,キミワルイ
気味悪さ,カスタム名詞,キミワルサ
気持ちいい,カスタム名詞,キモチイイ
気持ちが傷付けられる,カスタム名詞,キモチガキズツケラレル
気持ちが沈む,カスタム名詞,キモチガシズム
気持ちが和む,カスタム名詞,キモチガナゴム
気持ちが晴れる,カスタム名詞,キモチガハレル
気持ちが晴れ渡る,カスタム名詞,キモチガハレワタル
気持ちが好い,カスタム名詞,キモチガヨイ
気持ちが悪くなる,カスタム名詞,キモチガワルクナル
気持ちの好いものではない,カスタム名詞,キモチノヨイモノデワナイ
気持ちよい,カスタム名詞,キモチヨイ
気持ち良い,カスタム名詞,キモチヨイ
気持ち悪い,カスタム名詞,キモチワルイ
肝を潰す,カスタム名詞,キモヲツブス
肝を冷やす,カスタム名詞,キモヲヒヤス
きゃあ,カスタム名詞,キャア
キャッ,カスタム名詞,キャッ
気安い,カスタム名詞,キヤスイ
窮屈,カスタム名詞,キュウクツ
窮する,カスタム名詞,キュウスル
杞憂,カスタム名詞,キユウ
驚異,カスタム名詞,キョウイ
恐悦,カスタム名詞,キョウエツ
恭賀,カスタム名詞,キョウガ
驚愕,カスタム名詞,キョウガク
驚懼,カスタム名詞,キョウガク
興が醒める,カスタム名詞,キョウガサメル
興がる,カスタム名詞,キョウガル
狂喜,カスタム名詞,キョウキ
驚喜,カスタム名詞,キョウキ
恟恟,カスタム名詞,キョウキョウ
恐懼,カスタム名詞,キョウク
恐慌,カスタム名詞,キョウコウ
興醒め,カスタム名詞,キョウザメ
興趣,カスタム名詞,キョウシュ
郷愁,カスタム名詞,キョウシュウ
恐縮,カスタム名詞,キョウシュク
興じる,カスタム名詞,キョウジル
驚嘆,カスタム名詞,キョウタン
驚天動地,カスタム名詞,キョウテンドウチ
驚倒,カスタム名詞,キョウトウ
恐怖,カスタム名詞,キョウフ
驚怖,カスタム名詞,キョウフ
恐怖感,カスタム名詞,キョウフカン
凶暴,カスタム名詞,キョウボウ
興味深い,カスタム名詞,キョウミブカイ
享楽,カスタム名詞,キョウラク
狂恋,カスタム名詞,キョウレン
虚心坦懐,カスタム名詞,キョシンタンカイ
虚脱感,カスタム名詞,キョダツカン
きょときょと,カスタム名詞,キョトキョト
きょとんとする,カスタム名詞,キョトントスル
虚無,カスタム名詞,キョム
嫌い,カスタム名詞,キライ
嫌う,カスタム名詞,キラウ
気楽,カスタム名詞,キラク
気を腐らせる,カスタム名詞,キヲクサラセル
気を呑まれる,カスタム名詞,キヲノマレル
欣快,カスタム名詞,キンカイ
欣喜,カスタム名詞,キンキ
欣喜雀躍,カスタム名詞,キンキジャクヤク
欣欣,カスタム名詞,キンキン
欣幸,カスタム名詞,キンコウ
欣然,カスタム名詞,キンゼン
緊張,カスタム名詞,キンチョウ
緊張感,カスタム名詞,キンチョウカン
緊張がほどける,カスタム名詞,キンチョウガホドケル
緊迫,カスタム名詞,キンパク
欣慕,カスタム名詞,キンボ
欣躍,カスタム名詞,キンヤク
疑懼,カスタム名詞,ギク
ぎくっ,カスタム名詞,ギクッ
ぎくり,カスタム名詞,ギクリ
ぎっくり,カスタム名詞,ギックリ
義憤,カスタム名詞,ギフン
ぎゃあ,カスタム名詞,ギャア
逆上,カスタム名詞,ギャクジョウ
仰天,カスタム名詞,ギョウテン
御慶,カスタム名詞,ギョケイ
ぎょっとする,カスタム名詞,ギョットスル
苦,カスタム名詞,ク
悔い,カスタム名詞,クイ
悔いる,カスタム名詞,クイル
空虚,カスタム名詞,クウキョ
臭い,カスタム名詞,クサイ
腐る,カスタム名詞,クサル
くしゃくしゃな顔,カスタム名詞,クシャクシャナカオ
苦笑,カスタム名詞,クショウ
苦渋,カスタム名詞,クジュウ
くすくす,カスタム名詞,クスクス
くすぐったい,カスタム名詞,クスグッタイ
くだらない,カスタム名詞,クダラナイ
口煩い,カスタム名詞,クチウルサイ
口惜しい,カスタム名詞,クチオシイ
くちぎたない,カスタム名詞,クチギタナイ
唇を噛む,カスタム名詞,クチビルオカム
くちやかましい,カスタム名詞,クチヤカマシイ
苦衷,カスタム名詞,クチュウ
喰って掛かる,カスタム名詞,クッテカカル
苦痛,カスタム名詞,クツウ
屈辱,カスタム名詞,クツジョク
屈辱感,カスタム名詞,クツジョクカン
寛ぎ,カスタム名詞,クツロギ
寛ぐ,カスタム名詞,クツログ
寛げる,カスタム名詞,クツロゲル
くどい,カスタム名詞,クドイ
苦悩,カスタム名詞,クノウ
首っ丈,カスタム名詞,クビッタケ
首をすくめる,カスタム名詞,クビヲスクメル
曇る,カスタム名詞,クモル
苦悶,カスタム名詞,クモン
悔しい,カスタム名詞,クヤシイ
